ID,Category,Topic,Details,Location,Timestamp,Source
RES-20268250,Disease,American Foulbrood (AFB),"Pathogen: Paenibacillus larvae. Clinical Signs: Sunken, perforated cappings; ropy slime; foul odor. Recommended Protocol: Burning of infected colonies; Terramycin (preventative). Risk Level: Critical.",Kakamega,2026-02-12,BeeYield University Research
RES-20268251,Apiary Management,Warre Hive Inspection,Colony Status: Queenless. Queen laying pattern drone-layer. Stores: 6kg honey. Mite count: 7/100 bees.,Kisumu,2026-02-12,BeeYield University Research
RES-20268252,Genetics,Queen Performance Metric,Lineage: Turkana (Arid)-Adaptive. Hygienic score: 84%. Brood viability: 77%. Temperament: Aggressive.,Turkana (Arid),2026-02-12,BeeYield University Research
RES-20268253,Disease,Tracheal Mite,Pathogen: Acarapis woodi. Clinical Signs: K-wing (disconnected wings); bees unable to fly. Recommended Protocol: Menthol crystals; Formic acid; oil patties. Risk Level: High.,Nairobi Peri-Urban,2026-02-12,BeeYield University Research
RES-20268254,Disease,American Foulbrood (AFB),"Pathogen: Paenibacillus larvae. Clinical Signs: Sunken, perforated cappings; ropy slime; foul odor. Recommended Protocol: Burning of infected colonies; Terramycin (preventative). Risk Level: Critical.",Rift Valley,2026-02-12,BeeYield University Research
RES-20268255,Sustainability,Sustainable Practice Implementation,Maintaining 20% natural habitat buffer zones.,Rift Valley,2026-02-12,BeeYield University Research
RES-20268256,Sustainability,Sustainable Practice Implementation,Organic certification protocols (3km radius minimal spray).,Kakamega,2026-02-12,BeeYield University Research
RES-20268257,Harvesting,Eucalyptus Honey Harvest,Yield: 22.1kg per hive. Moisture content: 20.5%. HMF levels compliant. Extraction method: Crush & Strain.,Narok,2026-02-12,BeeYield University Research
RES-20268258,Harvesting,Sunflower Honey Harvest,Yield: 59.9kg per hive. Moisture content: 16.6%. HMF levels compliant. Extraction method: Crush & Strain.,Narok,2026-02-12,BeeYield University Research
RES-20268259,Apiary Management,Warre Hive Inspection,Colony Status: Critical. Queen laying pattern drone-layer. Stores: 15kg honey. Mite count: 12/100 bees.,Aberdares,2026-02-12,BeeYield University Research
RES-20268260,Disease,Chilled Brood,Pathogen: Environmental. Clinical Signs: Larvae dead on outer edges; gray/black color. Recommended Protocol: Reduce hive space; insulate. Risk Level: Low.,Kisumu,2026-02-12,BeeYield University Research
RES-20268261,Sustainability,Sustainable Practice Implementation,Use of biopesticides during non-foraging hours.,Mombasa,2026-02-12,BeeYield University Research
RES-20268262,Apiary Management,Horizontal Langstroth Hive Inspection,Colony Status: Swarming. Queen laying pattern drone-layer. Stores: 12kg honey. Mite count: 15/100 bees.,Mount Kenya,2026-02-12,BeeYield University Research
RES-20268263,Genetics,Queen Performance Metric,Lineage: Rift Valley-Adaptive. Hygienic score: 94%. Brood viability: 81%. Temperament: Defensive.,Rift Valley,2026-02-12,BeeYield University Research
RES-20268264,Genetics,Queen Performance Metric,Lineage: Rift Valley-Adaptive. Hygienic score: 90%. Brood viability: 90%. Temperament: Aggressive.,Rift Valley,2026-02-12,BeeYield University Research
RES-20268265,Harvesting,Baobab Honey Harvest,Yield: 60.0kg per hive. Moisture content: 18.7%. HMF levels compliant. Extraction method: Drip.,Kitui,2026-02-12,BeeYield University Research
RES-20268266,Apiary Management,Top Bar Hive Inspection,Colony Status: Average. Queen laying pattern solid. Stores: 16kg honey. Mite count: 7/100 bees.,Baringo,2026-02-12,BeeYield University Research
RES-20268267,Apiary Management,Warre Hive Inspection,Colony Status: Strong. Queen laying pattern drone-layer. Stores: 29kg honey. Mite count: 10/100 bees.,Turkana (Arid),2026-02-12,BeeYield University Research
RES-20268268,Genetics,Queen Performance Metric,Lineage: Kitui-Adaptive. Hygienic score: 93%. Brood viability: 92%. Temperament: Defensive.,Kitui,2026-02-12,BeeYield University Research
RES-20268269,Sustainability,Sustainable Practice Implementation,Minimal intervention beekeeping (MIB) protocols.,Kakamega,2026-02-12,BeeYield University Research
RES-20268270,Genetics,Queen Performance Metric,Lineage: Narok-Adaptive. Hygienic score: 81%. Brood viability: 79%. Temperament: Defensive.,Narok,2026-02-12,BeeYield University Research
RES-20268271,Sustainability,Sustainable Practice Implementation,Integrated Pest Management (IPM) adopted to reduce chemical load.,Baringo,2026-02-12,BeeYield University Research
RES-20268272,Genetics,Queen Performance Metric,Lineage: Turkana (Arid)-Adaptive. Hygienic score: 82%. Brood viability: 95%. Temperament: Defensive.,Turkana (Arid),2026-02-12,BeeYield University Research
RES-20268273,Genetics,Queen Performance Metric,Lineage: Kakamega-Adaptive. Hygienic score: 89%. Brood viability: 83%. Temperament: Aggressive.,Kakamega,2026-02-12,BeeYield University Research
RES-20268274,Harvesting,Macadamia Honey Harvest,Yield: 21.2kg per hive. Moisture content: 17.9%. HMF levels compliant. Extraction method: Crush & Strain.,Kisumu,2026-02-12,BeeYield University Research
RES-20268275,Genetics,Queen Performance Metric,Lineage: Kibwezi-Adaptive. Hygienic score: 83%. Brood viability: 94%. Temperament: Aggressive.,Kibwezi,2026-02-12,BeeYield University Research
RES-20268276,Disease,European Foulbrood (EFB),Pathogen: Melissococcus plutonius. Clinical Signs: Larvae twisted/yellow; sour smell; spotty brood. Recommended Protocol: Oxytetracycline; Re-queening; Shook swarm. Risk Level: High.,Mombasa,2026-02-12,BeeYield University Research
RES-20268277,Sustainability,Sustainable Practice Implementation,Planting indigenous bee-friendly flora strips (3m width).,Nairobi Peri-Urban,2026-02-12,BeeYield University Research
RES-20268278,Apiary Management,Flow Hive Hive Inspection,Colony Status: Swarming. Queen laying pattern spotty. Stores: 11kg honey. Mite count: 22/100 bees.,Kibwezi,2026-02-12,BeeYield University Research
RES-20268279,Disease,Euvarroa sinhai,Pathogen: Parasitic Mite. Clinical Signs: Affects dwarf honey bees primarily; spillover risk. Recommended Protocol: Quarantine; monitoring. Risk Level: Low.,Coastal Region,2026-02-12,BeeYield University Research
RES-20268280,Sustainability,Sustainable Practice Implementation,Selecting for local varroa-resistant genetics.,Coastal Region,2026-02-12,BeeYield University Research
RES-20268281,Apiary Management,Horizontal Langstroth Hive Inspection,Colony Status: Queenless. Queen laying pattern drone-layer. Stores: 2kg honey. Mite count: 14/100 bees.,Kitui,2026-02-12,BeeYield University Research
RES-20268282,Apiary Management,Flow Hive Hive Inspection,Colony Status: Strong. Queen laying pattern spotty. Stores: 20kg honey. Mite count: 21/100 bees.,Kisumu,2026-02-12,BeeYield University Research
RES-20268283,Harvesting,Coffee Blossom Honey Harvest,Yield: 13.8kg per hive. Moisture content: 15.8%. HMF levels compliant. Extraction method: Centrifugal.,Coastal Region,2026-02-12,BeeYield University Research
RES-20268284,Genetics,Queen Performance Metric,Lineage: Narok-Adaptive. Hygienic score: 81%. Brood viability: 77%. Temperament: Aggressive.,Narok,2026-02-12,BeeYield University Research
RES-20268285,Apiary Management,Langstroth Hive Inspection,Colony Status: Strong. Queen laying pattern solid. Stores: 39kg honey. Mite count: 21/100 bees.,Nairobi Peri-Urban,2026-02-12,BeeYield University Research
RES-20268286,Genetics,Queen Performance Metric,Lineage: Mount Kenya-Adaptive. Hygienic score: 79%. Brood viability: 81%. Temperament: Defensive.,Mount Kenya,2026-02-12,BeeYield University Research
RES-20268287,Harvesting,Avocado Honey Harvest,Yield: 38.8kg per hive. Moisture content: 17.0%. HMF levels compliant. Extraction method: Drip.,Kisumu,2026-02-12,BeeYield University Research
RES-20268288,Apiary Management,Traditional Log Hive Inspection,Colony Status: Average. Queen laying pattern drone-layer. Stores: 25kg honey. Mite count: 11/100 bees.,Turkana (Arid),2026-02-12,BeeYield University Research
RES-20268289,Sustainability,Sustainable Practice Implementation,Use of biopesticides during non-foraging hours.,Kisumu,2026-02-12,BeeYield University Research
RES-20268290,Harvesting,Eucalyptus Honey Harvest,Yield: 3.7kg per hive. Moisture content: 17.0%. HMF levels compliant. Extraction method: Centrifugal.,Mount Kenya,2026-02-12,BeeYield University Research
RES-20268291,Harvesting,Baobab Honey Harvest,Yield: 21.6kg per hive. Moisture content: 16.3%. HMF levels compliant. Extraction method: Centrifugal.,Narok,2026-02-12,BeeYield University Research
RES-20268292,Disease,Sacbrood Virus (SBV),Pathogen: Iflavirus. Clinical Signs: Larvae die upright; fluid-filled sac skin; gondola shape. Recommended Protocol: Re-queen; Reduce stress; Improve pollen. Self-limiting. Risk Level: Low.,Narok,2026-02-12,BeeYield University Research
RES-20268293,Apiary Management,Flow Hive Hive Inspection,Colony Status: Queenless. Queen laying pattern drone-layer. Stores: 2kg honey. Mite count: 1/100 bees.,Mombasa,2026-02-12,BeeYield University Research
RES-20268294,Genetics,Queen Performance Metric,Lineage: Kitui-Adaptive. Hygienic score: 91%. Brood viability: 85%. Temperament: Docile.,Kitui,2026-02-12,BeeYield University Research
RES-20268295,Harvesting,Canola Honey Harvest,Yield: 54.3kg per hive. Moisture content: 20.6%. HMF levels compliant. Extraction method: Crush & Strain.,Kakamega,2026-02-12,BeeYield University Research
RES-20268296,Apiary Management,Flow Hive Hive Inspection,Colony Status: Weak. Queen laying pattern spotty. Stores: 29kg honey. Mite count: 1/100 bees.,Kibwezi,2026-02-12,BeeYield University Research
RES-20268297,Sustainability,Sustainable Practice Implementation,Use of biopesticides during non-foraging hours.,Mombasa,2026-02-12,BeeYield University Research
RES-20268298,Apiary Management,Langstroth Hive Inspection,Colony Status: Critical. Queen laying pattern drone-layer. Stores: 18kg honey. Mite count: 6/100 bees.,Mombasa,2026-02-12,BeeYield University Research
RES-20268299,Genetics,Queen Performance Metric,Lineage: Kitui-Adaptive. Hygienic score: 85%. Brood viability: 95%. Temperament: Defensive.,Kitui,2026-02-12,BeeYield University Research
RES-20268300,Genetics,Queen Performance Metric,Lineage: Narok-Adaptive. Hygienic score: 85%. Brood viability: 84%. Temperament: Docile.,Narok,2026-02-12,BeeYield University Research
RES-20268301,Genetics,Queen Performance Metric,Lineage: Baringo-Adaptive. Hygienic score: 93%. Brood viability: 96%. Temperament: Docile.,Baringo,2026-02-12,BeeYield University Research
RES-20268302,Sustainability,Sustainable Practice Implementation,Maintaining 20% natural habitat buffer zones.,Makueni,2026-02-12,BeeYield University Research
RES-20268303,Sustainability,Sustainable Practice Implementation,Recycling old combs for candle making to reduce waste.,Makueni,2026-02-12,BeeYield University Research
RES-20268304,Disease,European Foulbrood (EFB),Pathogen: Melissococcus plutonius. Clinical Signs: Larvae twisted/yellow; sour smell; spotty brood. Recommended Protocol: Oxytetracycline; Re-queening; Shook swarm. Risk Level: High.,Mount Kenya,2026-02-12,BeeYield University Research
RES-20268305,Disease,Greater Wax Moth,Pathogen: Galleria mellonella. Clinical Signs: Silk tunnels in comb; destroyed wax; bald brood. Recommended Protocol: Store frames with Para-moth; freeze frames; strong colonies. Risk Level: Medium.,Makueni,2026-02-12,BeeYield University Research
RES-20268306,Sustainability,Sustainable Practice Implementation,Integrated Pest Management (IPM) adopted to reduce chemical load.,Baringo,2026-02-12,BeeYield University Research
RES-20268307,Harvesting,Eucalyptus Honey Harvest,Yield: 25.0kg per hive. Moisture content: 21.1%. HMF levels compliant. Extraction method: Centrifugal.,Kakamega,2026-02-12,BeeYield University Research
RES-20268308,Harvesting,Avocado Honey Harvest,Yield: 16.1kg per hive. Moisture content: 16.2%. HMF levels compliant. Extraction method: Crush & Strain.,Coastal Region,2026-02-12,BeeYield University Research
RES-20268309,Sustainability,Sustainable Practice Implementation,Recycling old combs for candle making to reduce waste.,Kibwezi,2026-02-12,BeeYield University Research
RES-20268310,Genetics,Queen Performance Metric,Lineage: Baringo-Adaptive. Hygienic score: 99%. Brood viability: 77%. Temperament: Docile.,Baringo,2026-02-12,BeeYield University Research
RES-20268311,Genetics,Queen Performance Metric,Lineage: Kakamega-Adaptive. Hygienic score: 74%. Brood viability: 83%. Temperament: Aggressive.,Kakamega,2026-02-12,BeeYield University Research
RES-20268312,Apiary Management,Traditional Log Hive Inspection,Colony Status: Strong. Queen laying pattern spotty. Stores: 28kg honey. Mite count: 4/100 bees.,Kakamega,2026-02-12,BeeYield University Research
RES-20268313,Disease,Braula Coeca (Bee Louse),Pathogen: Wingless Fly. Clinical Signs: Steals food from queen/workers; tunneling in cappings. Recommended Protocol: Tobacco smoke; Camphor. Risk Level: Low.,Aberdares,2026-02-12,BeeYield University Research
RES-20268314,Apiary Management,Langstroth Hive Inspection,Colony Status: Queenless. Queen laying pattern spotty. Stores: 29kg honey. Mite count: 10/100 bees.,Makueni,2026-02-12,BeeYield University Research
RES-20268315,Disease,Nosema Ceranae,Pathogen: Microsporidian Fungi. Clinical Signs: Dysentery; disjointed wings; slow spring buildup; K-wing. Recommended Protocol: Fumagillan (where legal); Nutrition optimization; Hive hygiene. Risk Level: Medium.,Rift Valley,2026-02-12,BeeYield University Research
RES-20268316,Harvesting,Acacia Honey Harvest,Yield: 43.2kg per hive. Moisture content: 18.5%. HMF levels compliant. Extraction method: Centrifugal.,Kakamega,2026-02-12,BeeYield University Research
RES-20268317,Disease,Nosema Apis,Pathogen: Microsporidian Fungi. Clinical Signs: Faecal streaking on front of hive; crawling bees. Recommended Protocol: Comb replacement; improved ventilation. Risk Level: Medium.,Kibwezi,2026-02-12,BeeYield University Research
RES-20268318,Genetics,Queen Performance Metric,Lineage: Kitui-Adaptive. Hygienic score: 71%. Brood viability: 91%. Temperament: Aggressive.,Kitui,2026-02-12,BeeYield University Research
RES-20268319,Genetics,Queen Performance Metric,Lineage: Aberdares-Adaptive. Hygienic score: 91%. Brood viability: 83%. Temperament: Aggressive.,Aberdares,2026-02-12,BeeYield University Research
RES-20268320,Sustainability,Sustainable Practice Implementation,Recycling old combs for candle making to reduce waste.,Kakamega,2026-02-12,BeeYield University Research
RES-20268321,Apiary Management,Warre Hive Inspection,Colony Status: Swarming. Queen laying pattern solid. Stores: 21kg honey. Mite count: 7/100 bees.,Kibwezi,2026-02-12,BeeYield University Research
RES-20268322,Harvesting,Multifloral Honey Harvest,Yield: 14.1kg per hive. Moisture content: 15.8%. HMF levels compliant. Extraction method: Centrifugal.,Kitui,2026-02-12,BeeYield University Research
RES-20268323,Disease,Varroa Destructor,Pathogen: Parasitic Mite. Clinical Signs: Deformed wings (DWV); crawling bees; phoretic mites visible. Recommended Protocol: Oxalic Acid vaporization; Formic Pro; Apivar strips; Drone brood removal. Risk Level: Critical.,Mount Kenya,2026-02-12,BeeYield University Research
